SKU,Stock Location,Stock available level at location,Stock level at location,Stock value at location,Category,ItemTitle,Purchase Price,Due Stock Value,Due,Is Variation Parent,Is Archived
Stencil-56-0.52mm,Default,0,0,0.00,Default,Stencil-56-0.52mm,0,0,0,FALSE,FALSE
Stencil-56-0.52mm,UK-Reballing,3,3,0.00,Default,Stencil-56-0.52mm,0,0,0,FALSE,FALSE
Stencil-56-0.55mm,Default,0,0,0.00,Default,Stencil-56-0.55mm,0,0,0,FALSE,FALSE
Stencil-56-0.55mm,UK-Reballing,6,6,0.00,Default,Stencil-56-0.55mm,0,0,0,FALSE,FALSE
Stencil-56-0.60mm,Default,0,0,0.00,Default,Stencil-56-0.60mm,0,0,0,FALSE,FALSE
Stencil-56-0.60mm,UK-Reballing,2,2,0.00,Default,Stencil-56-0.60mm,0,0,0,FALSE,FALSE
Stencil-D3-NB-Bot,Default,0,0,0.00,Default,Stencil-D3-NB-Bot-420x520mm,0,0,0,FALSE,FALSE
Stencil-D3-NB-Bot,UK-Reballing,2,2,0.00,Default,Stencil-D3-NB-Bot-420x520mm,0,0,0,FALSE,FALSE
Stencil-D3-NB-Top,Default,0,0,0.00,Default,Stencil-D3-NB-Top-420x520mm,0,0,0,FALSE,FALSE
Stencil-D3-NB-Top,UK-Reballing,2,2,0.00,Default,Stencil-D3-NB-Top-420x520mm,0,0,0,FALSE,FALSE
Stencil-D3-PC-Bot,Default,0,0,0.00,Default,Stencil-D3-PC-Bot-420x520mm,0,0,0,FALSE,FALSE
Stencil-D3-PC-Bot,UK-Reballing,5,5,0.00,Default,Stencil-D3-PC-Bot-420x520mm,0,0,0,FALSE,FALSE
Stencil-D3-PC-Top,Default,0,0,0.00,Default,Stencil-D3-PC-Top-420x520mm,0,0,0,FALSE,FALSE
Stencil-D3-PC-Top,UK-Reballing,5,5,0.00,Default,Stencil-D3-PC-Top-420x520mm,0,0,0,FALSE,FALSE
Stencil-D4-NB-10119-Bot,Default,0,0,0.00,Default,Stencil-D4-NB-10119-Bot-420x520mm,0,0,0,FALSE,FALSE
Stencil-D4-NB-10119-Bot,UK-Reballing,2,2,0.00,Default,Stencil-D4-NB-10119-Bot-420x520mm,0,0,0,FALSE,FALSE
Stencil-D4-NB-10119-Top,Default,0,0,0.00,Default,Stencil-D4-NB-10119-Top-420x520mm,0,0,0,FALSE,FALSE
Stencil-D4-NB-10119-Top,UK-Reballing,2,2,0.00,Default,Stencil-D4-NB-10119-Top-420x520mm,0,0,0,FALSE,FALSE
Stencil-D4-NB-10235-Bot,Default,0,0,0.00,Default,Stencil-D4-NB-10235-Bot-550*650mm,0,0,0,FALSE,FALSE
Stencil-D4-NB-10235-Bot,UK-Reballing,1,1,0.00,Default,Stencil-D4-NB-10235-Bot-550*650mm,0,0,0,FALSE,FALSE
Stencil-D4-NB-10235-Top,Default,0,0,0.00,Default,Stencil-D4-NB-10235-Top-550*650mm,0,0,0,FALSE,FALSE
Stencil-D4-NB-10235-Top,UK-Reballing,1,1,0.00,Default,Stencil-D4-NB-10235-Top-550*650mm,0,0,0,FALSE,FALSE
Stencil-D4-PC-Bot,Default,0,0,0.00,Default,Stencil-D4-PC-Bot-420x520mm,0,0,0,FALSE,FALSE
Stencil-D4-PC-Bot,UK-Reballing,5,5,0.00,Default,Stencil-D4-PC-Bot-420x520mm,0,0,0,FALSE,FALSE
Stencil-D4-PC-Top,Default,0,0,0.00,Default,Stencil-D4-PC-Top-420x520mm,0,0,0,FALSE,FALSE
Stencil-D4-PC-Top,UK-Reballing,5,5,0.00,Default,Stencil-D4-PC-Top-420x520mm,0,0,0,FALSE,FALSE
STONE PC1004,Default,0,0,0.00,PC & Laptop,STONE PC1004,1.058039,0,0,FALSE,FALSE
Stone PC1210,Default,0,0,0.00,PC & Laptop,Stone PC1210,5.691127438,0,0,FALSE,FALSE
STONE7050SFF,Default,0,0,0.00,PC & Laptop,STONE 7050 SFF,0,0,0,FALSE,FALSE
STONEAIOPC,Default,0,0,0.00,PC & Laptop,STONE AIOPC,0,0,0,FALSE,FALSE
Stone-Lot,Default,0,0,0.00,PC & Laptop,Stone Ram and CPU that is not fully processed,0,0,0,FALSE,FALSE
Stone-PC BLANK,Default,15,15,15.00,PC & Laptop,Stone PC No model number,1,0,0,FALSE,FALSE
SU9400,Default,0,0,0.00,Default,SLGAK,0,0,0,FALSE,FALSE
SU9600,Default,0,0,0.00,Default,SLGFN,0,0,0,FALSE,FALSE
SUPERITEMASTER PC,Default,1,1,1.00,PC & Laptop,SUPERITEMASTER UNKNOWN PC,1,0,0,FALSE,FALSE
SUPERMICRO 116-7,Default,0,0,0.00,Server,SUPERMICRO 116-7 SERVER,0,0,0,FALSE,FALSE
SUPERMICRO 119U-10,Default,0,0,0.00,Server,SUPERMICRO 119U-10 SERVER,0,0,0,FALSE,FALSE
SUPERMICRO 813M-3,Default,0,0,0.00,Server,SUPERMICRO 813M-3 SERVER,0,0,0,FALSE,FALSE
SUPERMICRO 825-5,Default,0,0,0.00,Server,SUPERMICRO 825-5 SERVER,0,0,0,FALSE,FALSE
SUPERMICRO UNKNOWN SERVER,Default,0,0,0.00,Server,SUPERMICRO UNKNOWN SERVER,0,0,0,FALSE,FALSE
Surface-UF,Default,0,0,0.00,Laptops Faulty,Surface-UF,0,0,0,FALSE,FALSE
Su-Surface Laptop 14 -A-Panel,Default,0,0,0.00,LT-Parts,Su-Surface Laptop 14 -A-Panel,0,0,0,FALSE,FALSE
Su-Surface Laptop 14 -Battery,Default,0,0,0.00,LT-Parts,Su-Surface Laptop 14 -Battery,0,0,0,FALSE,FALSE
Su-Surface Laptop 14 -Bezel,Default,0,0,0.00,LT-Parts,Su-Surface Laptop 14 -Bezel,0,0,0,FALSE,FALSE
Su-Surface Laptop 14 -D-Panel,Default,0,0,0.00,LT-Parts,Su-Surface Laptop 14 -D-Panel,0,0,0,FALSE,FALSE
Su-Surface Laptop 14 -Keyboard,Default,0,0,0.00,LT-Parts,Su-Surface Laptop 14 -Keyboard,0,0,0,FALSE,FALSE
Su-Surface Laptop 14 -LCD,Default,0,0,0.00,LT-Parts,Su-Surface Laptop 14 -LCD,0,0,0,FALSE,FALSE
Su-Surface Laptop 14 -Touch Pen,Default,0,0,0.00,LT-Parts,Su-Surface Laptop 14 -Touch Pen,0,0,0,FALSE,FALSE
Su-Surface Laptop 14 -Touchpad,Default,0,0,0.00,LT-Parts,Su-Surface Laptop 14 -Touchpad,0,0,0,FALSE,FALSE
Su-Surface Laptop Mini -A-Panel,Default,0,0,0.00,LT-Parts,Su-Surface Laptop Mini -A-Panel,0,0,0,FALSE,FALSE
Su-Surface Laptop Mini -Battery,Default,0,0,0.00,LT-Parts,Su-Surface Laptop Mini -Battery,0,0,0,FALSE,FALSE
Su-Surface Laptop Mini -Bezel,Default,0,0,0.00,LT-Parts,Su-Surface Laptop Mini -Bezel,0,0,0,FALSE,FALSE
Su-Surface Laptop Mini -D-Panel,Default,0,0,0.00,LT-Parts,Su-Surface Laptop Mini -D-Panel,0,0,0,FALSE,FALSE
Su-Surface Laptop Mini -Keyboard,Default,0,0,0.00,LT-Parts,Su-Surface Laptop Mini -Keyboard,0,0,0,FALSE,FALSE
Su-Surface Laptop Mini -LCD,Default,0,0,0.00,LT-Parts,Su-Surface Laptop Mini -LCD,0,0,0,FALSE,FALSE
Su-Surface Laptop Mini -Touch Pen,Default,0,0,0.00,LT-Parts,Su-Surface Laptop Mini -Touch Pen,0,0,0,FALSE,FALSE
Su-Surface Laptop Mini -Touchpad,Default,0,0,0.00,LT-Parts,Su-Surface Laptop Mini -Touchpad,0,0,0,FALSE,FALSE
Su-Surface pro 4-A-Panel,Default,0,0,0.00,LT-Parts,Su-Surface pro 4-A-Panel,0,0,0,FALSE,FALSE
Su-Surface pro 4-Battery,Default,0,0,0.00,LT-Parts,Su-Surface pro 4-Battery,0,0,0,FALSE,FALSE
Su-Surface pro 4-Bezel,Default,0,0,0.00,LT-Parts,Su-Surface pro 4-Bezel,0,0,0,FALSE,FALSE
Su-Surface pro 4-D-Panel,Default,0,0,0.00,LT-Parts,Su-Surface pro 4-D-Panel,0,0,0,FALSE,FALSE
Su-Surface pro 4-Keyboard,Default,0,0,0.00,LT-Parts,Su-Surface pro 4-Keyboard,0,0,0,FALSE,FALSE
Su-Surface pro 4-LCD,Default,0,0,0.00,LT-Parts,Su-Surface pro 4-LCD,0,0,0,FALSE,FALSE
Su-Surface pro 4-Touch Pen,Default,0,0,0.00,LT-Parts,Su-Surface pro 4-Touch Pen,0,0,0,FALSE,FALSE
Su-Surface pro 4-Touchpad,Default,0,0,0.00,LT-Parts,Su-Surface pro 4-Touchpad,0,0,0,FALSE,FALSE
Su-Surface Pro 5 -A-Panel,Default,0,0,0.00,LT-Parts,Su-Surface Pro 5 -A-Panel,0,0,0,FALSE,FALSE
Su-Surface Pro 5 -Battery,Default,0,0,0.00,LT-Parts,Su-Surface Pro 5 -Battery,0,0,0,FALSE,FALSE
Su-Surface Pro 5 -Bezel,Default,0,0,0.00,LT-Parts,Su-Surface Pro 5 -Bezel,0,0,0,FALSE,FALSE
Su-Surface Pro 5 -D-Panel,Default,0,0,0.00,LT-Parts,Su-Surface Pro 5 -D-Panel,0,0,0,FALSE,FALSE
Su-Surface Pro 5 -Keyboard,Default,0,0,0.00,LT-Parts,Su-Surface Pro 5 -Keyboard,0,0,0,FALSE,FALSE
Su-Surface Pro 5 -LCD,Default,0,0,0.00,LT-Parts,Su-Surface Pro 5 -LCD,0,0,0,FALSE,FALSE
Su-Surface Pro 5 -Touch Pen,Default,0,0,0.00,LT-Parts,Su-Surface Pro 5 -Touch Pen,0,0,0,FALSE,FALSE
Su-Surface Pro 5 -Touchpad,Default,0,0,0.00,LT-Parts,Su-Surface Pro 5 -Touchpad,0,0,0,FALSE,FALSE
Su-Surface pro 6-A-Panel,Default,0,0,0.00,LT-Parts,Su-Surface pro 6-A-Panel,0,0,0,FALSE,FALSE
Su-Surface pro 6-Battery,Default,0,0,0.00,LT-Parts,Su-Surface pro 6-Battery,0,0,0,FALSE,FALSE
Su-Surface pro 6-Bezel,Default,0,0,0.00,LT-Parts,Su-Surface pro 6-Bezel,0,0,0,FALSE,FALSE
Su-Surface pro 6-D-Panel,Default,0,0,0.00,LT-Parts,Su-Surface pro 6-D-Panel,0,0,0,FALSE,FALSE
Su-Surface pro 6-Keyboard,Default,0,0,0.00,LT-Parts,Su-Surface pro 6-Keyboard,0,0,0,FALSE,FALSE
Su-Surface pro 6-LCD,Default,0,0,0.00,LT-Parts,Su-Surface pro 6-LCD,0,0,0,FALSE,FALSE
Su-Surface pro 6-Touch Pen,Default,0,0,0.00,LT-Parts,Su-Surface pro 6-Touch Pen,0,0,0,FALSE,FALSE
Su-Surface pro 6-Touchpad,Default,0,0,0.00,LT-Parts,Su-Surface pro 6-Touchpad,0,0,0,FALSE,FALSE
Su-Surface Pro 7 -A-Panel,Default,0,0,0.00,LT-Parts,Su-Surface Pro 7 -A-Panel,0,0,0,FALSE,FALSE
Su-Surface Pro 7 -Battery,Default,0,0,0.00,LT-Parts,Su-Surface Pro 7 -Battery,0,0,0,FALSE,FALSE
Su-Surface Pro 7 -Bezel,Default,0,0,0.00,LT-Parts,Su-Surface Pro 7 -Bezel,0,0,0,FALSE,FALSE
Su-Surface Pro 7 -D-Panel,Default,0,0,0.00,LT-Parts,Su-Surface Pro 7 -D-Panel,0,0,0,FALSE,FALSE
Su-Surface Pro 7 -Keyboard,Default,0,0,0.00,LT-Parts,Su-Surface Pro 7 -Keyboard,0,0,0,FALSE,FALSE
Su-Surface Pro 7 -LCD,Default,0,0,0.00,LT-Parts,Su-Surface Pro 7 -LCD,0,0,0,FALSE,FALSE
Su-Surface Pro 7 -Touch Pen,Default,0,0,0.00,LT-Parts,Su-Surface Pro 7 -Touch Pen,0,0,0,FALSE,FALSE
Su-Surface Pro 7 -Touchpad,Default,0,0,0.00,LT-Parts,Su-Surface Pro 7 -Touchpad,0,0,0,FALSE,FALSE
Su-Surface Pro 8-A-Panel,Default,0,0,0.00,LT-Parts,Su-Surface Pro 8-A-Panel,0,0,0,FALSE,FALSE
Su-Surface Pro 8-Battery,Default,0,0,0.00,LT-Parts,Su-Surface Pro 8-Battery,0,0,0,FALSE,FALSE
Su-Surface Pro 8-Bezel,Default,0,0,0.00,LT-Parts,Su-Surface Pro 8-Bezel,0,0,0,FALSE,FALSE
Su-Surface Pro 8-D-Panel,Default,0,0,0.00,LT-Parts,Su-Surface Pro 8-D-Panel,0,0,0,FALSE,FALSE
Su-Surface Pro 8-Keyboard,Default,0,0,0.00,LT-Parts,Su-Surface Pro 8-Keyboard,0,0,0,FALSE,FALSE
Su-Surface Pro 8-LCD,Default,0,0,0.00,LT-Parts,Su-Surface Pro 8-LCD,0,0,0,FALSE,FALSE
Su-Surface Pro 8-Touch Pen,Default,0,0,0.00,LT-Parts,Su-Surface Pro 8-Touch Pen,0,0,0,FALSE,FALSE
Su-Surface Pro 8-Touchpad,Default,0,0,0.00,LT-Parts,Su-Surface Pro 8-Touchpad,0,0,0,FALSE,FALSE
SX128GDDR4-FAULTY,Default,0,0,0.00,Default,,24,0,0,FALSE,FALSE
SX128GDDR4-U,Default,0,0,0.00,Sorting Ram,SX128GDDR4-U 2S4Rx4,150,0,0,FALSE,FALSE
SX128GDDR4-U 1RX4,Default,0,0,0.00,Sorting Ram,Server Memory Ram 128GB DDR4 1RX4,150,0,0,FALSE,FALSE
SX128GDDR4-U 1RX8,Default,0,0,0.00,Sorting Ram,Server Memory Ram 128GB DDR4 1RX8,150,0,0,FALSE,FALSE
SX128GDDR4-U 2RX8,Default,0,0,0.00,Sorting Ram,Server Memory Ram 128GB DDR4 2RX8,150,0,0,FALSE,FALSE
SX128GDDR4-U 4RX4,Default,0,0,0.00,Sorting Ram,Server Memory Ram 128GB DDR4 4RX4,150,0,0,FALSE,FALSE
SX128GDDR4-U 4RX8,Default,0,0,0.00,Sorting Ram,Server Memory Ram 128GB DDR4 4RX8,150,0,0,FALSE,FALSE
SX128GDDR4-UF,Default,1,1,0.00,Sorting Rams for China,IC on board Server Memory Ram 128GB DDR4 2S4Rx4,23.5,0,0,FALSE,FALSE
SX128GDDR4-UF 1RX4,Default,0,0,0.00,Sorting Rams for China,IC on board Server Memory Ram 128GB DDR4 1RX4,23.5,0,0,FALSE,FALSE
SX128GDDR4-UF 1RX8,Default,0,0,0.00,Sorting Rams for China,IC on board Server Memory Ram 128GB DDR4 1RX8,23.5,0,0,FALSE,FALSE
SX128GDDR4-UF 2RX8,Default,0,0,0.00,Sorting Rams for China,IC on board Server Memory Ram 128GB DDR4 2RX8,23.5,0,0,FALSE,FALSE
SX128GDDR4-UF 4RX4,Default,0,0,0.00,Sorting Rams for China,IC on board Server Memory Ram 128GB DDR4 4RX4,23.5,0,0,FALSE,FALSE
SX128GDDR4-UF 4RX8,Default,0,0,0.00,Sorting Rams for China,IC on board Server Memory Ram 128GB DDR4 4RX8,23.5,0,0,FALSE,FALSE
SX12GDDR4-U 2RX8,Default,0,0,0.00,Sorting Rams,IC on board Server Memory Ram 12GB DDR4 2RX8,8.1861,0,0,FALSE,FALSE
SX16GDDR3-FAULTY,Default,0,0,0.00,Default,16GB DDR3 SERVER FAULTY,1,0,0,FALSE,FALSE
SX16GDDR3LR1066U,Default,11,11,11.00,ENT-RAM-D3,"MEMORY RAM DDR2 DDR3 DDR4 2GB 4GB 8GB 16GB DESKTOP SERVER LAPTOP Lot[SERVER,DDR3L (Low Voltage),PC3-8500 (DDR3-1066),16GB (1x16GB),SX16GDDR3LR1066]",1.880772617,0,0,FALSE,FALSE
SX16GDDR3LR1333U,Default,0,0,0.00,ENT-RAM-D3,"MEMORY RAM DDR2 DDR3 DDR4 2GB 4GB 8GB 16GB DESKTOP SERVER LAPTOP Lot[SERVER,DDR3L (Low Voltage),PC3-10600 (DDR3-1333),16GB (1x16GB),SX16GDDR3LR1333U]",1.880772617,0,0,FALSE,FALSE
SX16GDDR3LR1333UX2,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
SX16GDDR3LR1600U,Default,0,0,0.00,ENT-RAM-D3,"MEMORY RAM DDR2 DDR3 DDR4 2GB 4GB 8GB 16GB DESKTOP SERVER LAPTOP Lot[SERVER,DDR3L (Low Voltage),PC3-12800 (DDR3-1600),16GB (1x16GB),SX16GDDR3LR1600]",1.880772617,0,0,FALSE,FALSE
SX16GDDR3LR1600UX2,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
SX16GDDR3LR1866U,Default,0,0,0.00,Default,,1.880772617,0,0,FALSE,FALSE
SX16GDDR3R QDE,Default,0,0,0.00,Default,,1.880772617,0,0,FALSE,FALSE
SX16GDDR3R1066U,Default,0,0,0.00,ENT-RAM-D3,"MEMORY RAM DDR2 DDR3 DDR4 2GB 4GB 8GB 16GB DESKTOP SERVER LAPTOP Lot[SERVER,DDR3,PC3-8500 (DDR3-1066),16GB (1x16GB),SX16GDDR3R1066]",1.880772617,0,0,FALSE,FALSE
SX16GDDR3R1066UX2,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
SX16GDDR3R1333U,Default,0,0,0.00,Default,,1.880772617,0,0,FALSE,FALSE
SX16GDDR3R1333UX2,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
SX16GDDR3R1333UX3,Default,0,0,0.00,Default,Server 48GB (3x16GB) Memory Ram Apple Mac Pro 5.1 (2010) 6-Core and 12-Core all CPU's,0,0,0,FALSE,FALSE
SX16GDDR3R1333UX4,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
SX16GDDR3R1333UX8,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
SX16GDDR3R1600U,Default,6,6,7.08,ENT-RAM-D3,"MEMORY RAM DDR2 DDR3 DDR4 2GB 4GB 8GB 16GB DESKTOP SERVER LAPTOP Lot[SERVER,DDR3,PC3-12800 (DDR3-1600),16GB (1x16GB),SX16GDDR3R1600U]",1.880772617,0,0,FALSE,FALSE
SX16GDDR3R1866U,Default,0,0,0.00,ENT-RAM-D3,"MEMORY RAM DDR2 DDR3 DDR4 2GB 4GB 8GB 16GB DESKTOP SERVER LAPTOP Lot[SERVER,DDR3,PC3-14900 (DDR3-1866),16GB (1x16GB),SX16GDDR3R1866U]",1.880772617,0,0,FALSE,FALSE
SX16GDDR3-U,Default,392,392,737.26,Sorting Ram,Server Memory Ram 16GB DDR3,1.880772617,2339.605174,1318,FALSE,FALSE
SX16GDDR3-U 1RX4,Default,0,0,0.00,Sorting Ram,Server Memory Ram 16GB DDR3 1RX4,1.880772617,0,0,FALSE,FALSE
SX16GDDR3-U 1RX8,Default,0,0,0.00,Sorting Ram,Server Memory Ram 16GB DDR3 1RX8,1.880772617,0,0,FALSE,FALSE
SX16GDDR3-U 2RX8,Default,0,0,0.00,Sorting Ram,Server Memory Ram 16GB DDR3 2RX8,1.880772617,0,0,FALSE,FALSE
SX16GDDR3-U 4rx4,Default,885,885,947.63,Sorting Ram,Server Memory Ram 16GB DDR3 4RX4,1.070762841,0,0,FALSE,FALSE
SX16GDDR3-U 4RX8,Default,14,14,23.61,Sorting Ram,Server Memory Ram 16GB DDR3 4RX8,1.880772617,0,0,FALSE,FALSE
SX16GDDR3-U AFR/MFR,Default,1108,1108,"2,676.13",Sorting Rams for China,Server 16G DDR3 desktop AFR/MFR,1.766240884,468.1504221,183,FALSE,FALSE
SX16GDDR3-U AFR/MFR,UK-Reballing,1745,1745,"2,218.02",Sorting Rams for China,Server 16G DDR3 desktop AFR/MFR,1.766240884,0,0,FALSE,FALSE
SX16GDDR3-U BFR,Default,622,622,"1,098.65",DESKTOP-RAM-D3,Server 16G DDR3 desktop BFR,1.766311175,0,0,FALSE,FALSE
SX16GDDR3-U LP,Default,8,8,7.20,Sorting Ram,Server Memory Ram 16GB DDR3 Low Profile,0.9,0,0,FALSE,FALSE
SX16GDDR3-U PQL,Default,649,649,"1,013.35",Sorting Rams for China,SX16GDDR3-U PQL,1.880772617,0,0,FALSE,FALSE
SX16GDDR3-U QH0|QDE,Default,1216,1216,"2,007.88",Sorting Rams for China,SX16GDDR3-U QH0|QDE,1.880772617,0,0,FALSE,FALSE
SX16GDDR3-UF,Default,5,5,0.00,Sorting Rams for China,IC on board Server Memory Ram 16GB DDR3 2RX4,0.3339038311,0,0,FALSE,FALSE
SX16GDDR3-UF 1RX4,Default,0,0,0.00,Sorting Rams for China,IC on board Server Memory Ram 16GB DDR3 1RX4,0.3339038311,0,0,FALSE,FALSE
SX16GDDR3-UF 1RX8,Default,0,0,0.00,Sorting Rams for China,IC on board Server Memory Ram 16GB DDR3 1RX8,0.3339038311,0,0,FALSE,FALSE
SX16GDDR3-UF 2RX8,Default,0,0,0.00,Sorting Rams for China,IC on board Server Memory Ram 16GB DDR3 2RX8,0.3339038311,0,0,FALSE,FALSE
SX16GDDR3-UF 4rx4,Default,0,0,0.00,Sorting Rams for China,IC on board Server Memory Ram 16GB DDR3 4RX4,0.3339038311,0,0,FALSE,FALSE
SX16GDDR3-UF 4RX8,Default,0,0,0.00,Sorting Rams for China,IC on board Server Memory Ram 16GB DDR3 4RX8,0.3339038311,0,0,FALSE,FALSE
SX16GDDR3-UF LP,Default,2,2,0.80,Sorting Rams for China,IC on board Server Memory Ram 16GB DDR3 Low Profile,0.3339038311,0,0,FALSE,FALSE
SX16GDDR4AA3200U,Default,0,0,0.00,ENT-RAM-D4,"MEMORY RAM DDR2 DDR3 DDR4 2GB 4GB 8GB 16GB DESKTOP SERVER LAPTOP Lot[SERVER,DDR4,PC4-25600 (DDR4-3200),16GB (1x16GB),SX16GDDR4AA3200U]",4.352618793,0,0,FALSE,FALSE
SX16GDDR4-FAULTY,Default,0,0,0.00,Default,,3,0,0,FALSE,FALSE
SX16GDDR4LP2133U,Default,0,0,0.00,Default,,4.352618793,0,0,FALSE,FALSE
SX16GDDR4LR2400U,Default,0,0,0.00,Default,,4.352618793,0,0,FALSE,FALSE
SX16GDDR4LV2666U,Default,0,0,0.00,Default,,4.352618793,0,0,FALSE,FALSE
SX16GDDR4P2133U,Default,0,0,0.00,ENT-RAM-D4,"MEMORY RAM DDR2 DDR3 DDR4 2GB 4GB 8GB 16GB DESKTOP SERVER LAPTOP Lot[SERVER,DDR4,PC4-17000 (DDR4-2133),16GB (1x16GB),SX16GDDR4R2133U]",4.352618793,0,0,FALSE,FALSE
SX16GDDR4R2133U,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
SX16GDDR4R2400U,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
SX16GDDR4T2400U,Default,0,0,0.00,ENT-RAM-D4,"MEMORY RAM DDR2 DDR3 DDR4 2GB 4GB 8GB 16GB DESKTOP SERVER LAPTOP Lot[SERVER,DDR4,PC4-19200 (DDR4-2400),16GB (1x16GB),SX16GDDR4R2400U]",4.352618793,0,0,FALSE,FALSE
SX16GDDR4-U,Default,609,609,"2,650.74",Sorting Ram,Server Memory Ram 16GB DDR4,4.352618793,3266.249476,677,FALSE,FALSE
SX16GDDR4-U 1RX4,Default,178,178,523.22,Sorting Rams for China,IC on board Server Memory Ram 16GB DDR4 1RX4,4.352618793,0,0,FALSE,FALSE
SX16GDDR4-U 1RX8,Default,0,0,0.00,Sorting Ram,Server Memory Ram 16GB DDR4 1RX8,4.352618793,0,0,FALSE,FALSE
SX16GDDR4-U 2RX8,Default,580,580,"1,686.11",Sorting Rams for China,IC on board Server Memory Ram 16GB DDR4 2RX8,3.882894954,0,0,FALSE,FALSE
SX16GDDR4-U 2RX8,UK-Reballing,142,142,"1,117.34",Sorting Rams for China,IC on board Server Memory Ram 16GB DDR4 2RX8,3.882894954,0,0,FALSE,FALSE
SX16GDDR4-U 4RX4,Default,0,0,0.00,Sorting Ram,Server Memory Ram 16GB DDR4 4RX4,4.352618793,0,0,FALSE,FALSE
SX16GDDR4-U 4RX8,Default,0,0,0.00,Sorting Ram,Server Memory Ram 16GB DDR4 4RX8,4.352618793,0,0,FALSE,FALSE
SX16GDDR4-UF,Default,250,250,151.96,Sorting Rams for China,IC on board Server Memory Ram 16GB DDR4 2RX4,0.6078383201,0,0,FALSE,FALSE
SX16GDDR4-UF 1RX4,Default,0,0,0.00,Sorting Rams for China,IC on board Server Memory Ram 16GB DDR4 1RX4,0.6078383201,0,0,FALSE,FALSE
SX16GDDR4-UF 1RX8,Default,0,0,0.00,Sorting Rams for China,IC on board Server Memory Ram 16GB DDR4 1RX8,0.6078383201,0,0,FALSE,FALSE
SX16GDDR4-UF 2RX8,Default,0,0,0.00,Sorting Rams for China,IC on board Server Memory Ram 16GB DDR4 2RX8,0.6078383201,0,0,FALSE,FALSE
SX16GDDR4-UF 4RX4,Default,0,0,0.00,Sorting Rams for China,IC on board Server Memory Ram 16GB DDR4 4RX4,0.6078383201,0,0,FALSE,FALSE
SX16GDDR4-UF 4RX8,Default,0,0,0.00,Sorting Rams for China,IC on board Server Memory Ram 16GB DDR4 4RX8,0.6078383201,0,0,FALSE,FALSE
SX16GDDR4V2666U,Default,0,0,0.00,ENT-RAM-D4,"MEMORY RAM DDR2 DDR3 DDR4 2GB 4GB 8GB 16GB DESKTOP SERVER LAPTOP Lot[SERVER,DDR4,PC4-21300 (DDR4-2666),16GB (1x16GB),SX16GDDR4V2666U]",4.352618793,0,0,FALSE,FALSE
SX1GDDR2F667U,Default,0,0,0.00,Default,,0.4,0,0,FALSE,FALSE
SX1GDDR2-U,Default,0,0,0.00,DESKTOP-RAM-D3,1GB DDR2 SERVER RAM,0.36,0,0,FALSE,FALSE
SX1GDDR3,Default,0,0,0.00,Default,,0.2,0,0,FALSE,FALSE
SX1GDDR3-U,Default,0,0,0.00,Default,1GB DDR3 SERVER RAM,0.36,0,0,FALSE,FALSE
SX24GDDR3LR1333U,Default,0,0,0.00,ENT-RAM-D3,"MEMORY RAM DDR2 DDR3 DDR4 2GB 4GB 8GB 16GB DESKTOP SERVER LAPTOP Lot[SERVER,DDR3,PC3-16000 (DDR3-1333),24GB (1x24GB),SX24GDDR3LR1333U]",0,0,0,FALSE,FALSE
SX24GDDR3-U 3RX4,Default,336,336,252.24,Sorting Ram,IC on Board Server Memory Ram 24GB DDR3 3rx4,0.7507142857,0,0,FALSE,FALSE
SX2GDDR2F667U,Default,0,0,0.00,Default,,0.5,0,0,FALSE,FALSE
SX2GDDR2F800U,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
SX2GDDR2P667U,Default,0,0,0.00,Default,,0.81,0,0,FALSE,FALSE
SX2GDDR2P800U,Default,0,0,0.00,Default,,3.99,0,0,FALSE,FALSE
SX2GDDR2P800UX2,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
SX2GDDR2R400U,Default,0,0,0.00,Default,,0.81,0,0,FALSE,FALSE
SX2GDDR2R533U,Default,0,0,0.00,Default,,0.81,0,0,FALSE,FALSE
SX2GDDR2-U,Default,0,0,0.00,Default,2GB SERVER RAM DDR2,0.6,0,0,FALSE,FALSE
SX2GDDR3LR1066U,Default,0,0,0.00,Default,,0.29,0,0,FALSE,FALSE
SX2GDDR3LR1333U,Default,0,0,0.00,Default,,0.5,0,0,FALSE,FALSE
SX2GDDR3LR1333UX2,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
SX2GDDR3LR1600U,Default,0,0,0.00,Default,,0.5,0,0,FALSE,FALSE
SX2GDDR3LR1600UX2,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
SX2GDDR3LR1866U,Default,0,0,0.00,Default,,0.5,0,0,FALSE,FALSE
SX2GDDR3R1066U,Default,0,0,0.00,Default,,0.21,0,0,FALSE,FALSE
SX2GDDR3R1066UX2,Default,0,0,0.00,Default,,0,0,0,FALSE,FALSE
